Pos,Clinical_significance_ENIGMA,mupit_structure,proteinPrior,Clinical_Significance_ClinVar
32339283,-,-,0.02,"Benign,Uncertain_significance,Likely_benign"
32339283,Pathogenic,-,-,Pathogenic
32339284,Likely benign,-,0.02,Likely_benign
32339285,-,-,0.02,Uncertain_significance
32339285,Pathogenic,-,-,Pathogenic
32339285,-,-,-,Uncertain_significance
32339287,Pathogenic,-,-,Pathogenic
32339288,Pathogenic,-,0.99,Pathogenic
32339288,-,-,-,Uncertain_significance
32339289,Pathogenic,-,-,Pathogenic
32339290,Pathogenic,-,-,Pathogenic
32339291,Pathogenic,-,-,Pathogenic
32339291,Pathogenic,-,0.99,Pathogenic
32339292,-,-,0.02,-
32339292,-,-,0.02,Uncertain_significance
32339293,Likely benign,-,0.02,Likely_benign
32339293,Pathogenic,-,-,Pathogenic
32339294,Pathogenic,-,-,Pathogenic
32339296,Likely benign,-,0.02,Likely_benign
32339297,-,-,0.02,Uncertain_significance
32339298,Pathogenic,-,-,Pathogenic
32339300,-,-,0.02,-
32339305,Pathogenic,-,-,Pathogenic
32339306,-,-,0.02,-
32339307,-,-,0.02,Uncertain_significance
32339307,-,-,0.02,Uncertain_significance
32339308,-,-,0.02,-
32339309,-,-,0.02,-
32339309,-,-,0.02,Uncertain_significance
32339312,-,-,0.02,Uncertain_significance
32339313,-,-,0.02,-
32339313,Pathogenic,-,-,Pathogenic
32339313,-,-,0.02,Uncertain_significance
32339315,-,-,0.02,Uncertain_significance
32339316,Pathogenic,-,-,"Pathogenic,Likely_pathogenic"
32339317,Pathogenic,-,0.99,Pathogenic
32339318,Pathogenic,-,-,Pathogenic
32339319,Pathogenic,-,-,Pathogenic
32339320,Pathogenic,-,0.99,Pathogenic
32339320,Pathogenic,-,0.99,Pathogenic
32339320,Pathogenic,-,-,Pathogenic
32339320,-,-,-,Pathogenic
32339321,-,-,0.02,-
32339322,-,-,0.02,Uncertain_significance
32339323,-,-,0.02,Likely_benign
32339323,-,-,0.02,Likely_benign
32339324,-,-,0.02,Uncertain_significance
32339324,-,-,0.02,Uncertain_significance
32339325,-,-,0.02,Uncertain_significance
32339327,Pathogenic,-,0.99,Pathogenic
32339328,-,-,-,Pathogenic
32339329,-,-,0.02,Likely_benign
32339330,-,-,0.02,Uncertain_significance
32339330,Pathogenic,-,-,Pathogenic
32339331,-,-,-,Pathogenic
32339332,-,-,0.02,-
32339332,Likely benign,-,0.02,"Benign,Likely_benign"
32339334,-,-,0.02,Uncertain_significance
32339334,Pathogenic,-,-,Pathogenic
32339335,-,-,0.02,Likely_benign
32339335,Pathogenic,-,-,Pathogenic
32339336,-,-,0.02,Uncertain_significance
32339336,Pathogenic,-,-,Pathogenic
32339337,-,-,0.02,Uncertain_significance
32339338,Pathogenic,-,0.99,Pathogenic
32339338,Pathogenic,-,-,Pathogenic
32339340,Pathogenic,-,0.99,Pathogenic
32339340,-,-,0.02,Uncertain_significance
32339341,Likely benign,-,0.02,Likely_benign
32339342,-,-,0.02,Uncertain_significance
32339342,-,-,0.02,"Uncertain_significance,Likely_benign"
32339342,-,-,0.02,-
32339343,-,-,0.02,Uncertain_significance
32339344,Pathogenic,-,-,Pathogenic
32339346,-,-,0.02,Uncertain_significance
32339349,-,-,0.02,Uncertain_significance
32339351,-,-,0.02,-
32339352,Pathogenic,-,-,"Pathogenic,not_provided"
32339355,Pathogenic,-,0.99,Pathogenic
32339357,-,-,0.02,Uncertain_significance
32339357,-,-,0.02,Uncertain_significance
32339358,-,-,0.02,Uncertain_significance
32339360,-,-,0.02,Uncertain_significance
32339361,-,-,0.99,Pathogenic
32339364,Pathogenic,-,-,Pathogenic
32339365,-,-,0.02,Likely_benign
32339369,-,-,0.02,Uncertain_significance
32339370,-,-,0.02,-
32339371,Pathogenic,-,0.99,Pathogenic
32339371,-,-,0.02,-
32339372,-,-,0.02,Uncertain_significance
32339372,-,-,0.02,-
32339373,-,-,0.02,-
32339375,-,-,0.02,"Benign,Uncertain_significance"
32339376,-,-,0.02,Uncertain_significance
32339378,-,-,0.02,Uncertain_significance
32339378,-,-,-,Uncertain_significance
32339380,-,-,0.99,Pathogenic
32339380,Likely benign,-,0.02,Likely_benign
32339381,-,-,0.02,Uncertain_significance
32339381,-,-,0.02,-
32339382,-,-,0.02,Uncertain_significance
32339383,-,-,0.02,-
32339383,Likely benign,-,0.02,Likely_benign
32339385,-,-,0.02,Uncertain_significance
32339385,-,-,0.02,Uncertain_significance
32339385,Pathogenic,-,-,Pathogenic
32339385,-,-,-,Pathogenic
32339388,-,-,0.02,Uncertain_significance
32339390,-,-,0.02,Uncertain_significance
32339390,-,-,0.02,Uncertain_significance
32339392,Pathogenic,-,-,Pathogenic
32339394,-,-,0.02,Uncertain_significance
32339394,Pathogenic,-,-,Pathogenic
32339397,-,-,-,Uncertain_significance
32339399,Pathogenic,-,-,"Pathogenic,not_provided"
32339400,-,-,0.02,Uncertain_significance
32339400,-,-,0.02,Uncertain_significance
32339402,-,-,0.99,Pathogenic
32339402,Pathogenic,-,-,Pathogenic
32339402,Pathogenic,-,-,Pathogenic
32339403,-,-,0.02,Uncertain_significance
32339404,Likely benign,-,0.02,Likely_benign
32339404,-,-,0.02,Uncertain_significance
32339406,-,-,0.02,Uncertain_significance
32339409,Pathogenic,-,0.99,Pathogenic
32339409,-,-,0.99,Pathogenic
32339410,Likely benign,-,0.02,Likely_benign
32339412,Pathogenic,-,0.99,Pathogenic
32339415,-,-,0.02,-
32339417,-,-,0.02,Uncertain_significance
32339420,Pathogenic,-,-,Pathogenic
32339421,Pathogenic,-,-,Pathogenic
32339421,Pathogenic,-,-,Pathogenic
32339421,Pathogenic,-,-,Pathogenic
32339424,-,-,0.02,-
32339425,Benign,-,0.02,"Benign,Uncertain_significance,Likely_benign"
32339426,Pathogenic,-,0.99,Pathogenic
32339428,-,-,0.02,Uncertain_significance
32339429,-,-,0.02,Uncertain_significance
32339429,Pathogenic,-,-,Pathogenic
32339429,Pathogenic,-,-,"Pathogenic,Likely_pathogenic"
32339430,-,-,0.99,Pathogenic
32339435,-,-,0.02,Uncertain_significance
32339435,Pathogenic,-,0.99,Pathogenic
32339436,-,-,0.02,Uncertain_significance
32339436,-,-,0.02,Uncertain_significance
32339438,Pathogenic,-,-,Pathogenic
32339439,-,-,0.02,Uncertain_significance
32339439,-,-,0.02,Uncertain_significance
32339441,Pathogenic,-,-,Pathogenic
32339442,-,-,0.02,Pathogenic
32339450,-,-,0.02,"Benign,Likely_benign,Uncertain_significance"
32339451,-,-,0.02,Uncertain_significance
32339453,-,-,0.02,Uncertain_significance
32339454,-,-,0.02,-
32339455,-,-,0.02,Likely_benign
32339456,Pathogenic,-,0.99,Pathogenic
32339457,-,-,0.02,-
32339458,-,-,0.02,Uncertain_significance
32339458,-,-,0.02,-
32339459,-,-,0.02,Uncertain_significance
32339460,Pathogenic,-,-,Pathogenic
32339461,Likely benign,-,0.02,Likely_benign
32339462,-,-,0.02,Uncertain_significance
32339462,Pathogenic,-,0.99,Pathogenic
32339462,Pathogenic,-,-,Pathogenic
32339463,-,-,0.02,-
32339465,-,-,0.02,Uncertain_significance
32339465,Pathogenic,-,0.99,Pathogenic
32339466,Pathogenic,-,-,Pathogenic
32339468,-,-,0.02,Uncertain_significance
32339469,Pathogenic,-,-,"Pathogenic,not_provided"
32339470,-,-,0.02,Uncertain_significance
32339470,Pathogenic,-,-,Pathogenic
32339472,-,-,0.02,"Likely_benign,Uncertain_significance"
32339473,Pathogenic,-,-,Pathogenic
32339473,Pathogenic,-,-,Pathogenic
32339474,-,-,0.02,Uncertain_significance
32339474,Pathogenic,-,-,Pathogenic
32339475,-,-,0.02,Uncertain_significance
32339476,-,-,0.02,Likely_benign
32339478,Pathogenic,-,-,Pathogenic
32339479,Likely benign,-,0.02,Likely_benign
32339480,-,-,0.02,Uncertain_significance
32339481,-,-,0.02,Uncertain_significance
32339481,-,-,0.02,"Uncertain_significance,Likely_benign"
32339482,Pathogenic,-,-,Pathogenic
32339484,Pathogenic,-,-,Pathogenic
32339485,-,-,0.99,Pathogenic
32339485,Pathogenic,-,-,"Pathogenic,not_provided"
32339485,Pathogenic,-,-,Pathogenic
32339486,-,-,0.02,Uncertain_significance
32339486,-,-,0.02,Uncertain_significance
32339488,Likely benign,-,0.02,Likely_benign
32339489,Pathogenic,-,0.99,Pathogenic
32339490,Pathogenic,-,-,Pathogenic
32339493,Pathogenic,-,-,Pathogenic
32339496,-,-,0.02,Uncertain_significance
32339498,Pathogenic,-,-,Pathogenic
32339499,-,-,0.02,"Uncertain_significance,Likely_benign"
32339499,-,-,0.02,Uncertain_significance
32339500,-,-,0.02,Uncertain_significance
32339501,-,-,0.02,-
32339503,Pathogenic,-,-,Pathogenic
32339504,-,-,0.02,Uncertain_significance
32339508,-,-,0.02,"Likely_benign,Uncertain_significance"
32339508,Pathogenic,-,-,Pathogenic
32339509,Pathogenic,-,-,Pathogenic
32339510,-,-,0.02,Uncertain_significance
32339510,Pathogenic,-,-,Pathogenic
32339511,Pathogenic,-,-,Pathogenic
32339513,-,-,-,-
32339513,Pathogenic,-,-,Pathogenic
32339514,Pathogenic,-,0.99,Pathogenic
32339514,Pathogenic,-,0.99,Pathogenic
32339514,-,-,-,Pathogenic
32339515,-,-,0.02,Likely_benign
32339515,Pathogenic,-,-,Pathogenic
32339516,Pathogenic,-,-,"Pathogenic,not_provided"
32339516,-,-,0.02,Uncertain_significance
32339518,Pathogenic,-,-,Pathogenic
32339519,-,-,0.02,Uncertain_significance
32339520,-,-,0.02,Likely_benign
32339520,Pathogenic,-,-,Pathogenic
32339520,-,-,0.02,-
32339522,-,-,0.02,Uncertain_significance
32339522,-,-,0.02,Uncertain_significance
32339523,Pathogenic,-,-,Pathogenic
32339524,-,-,0.02,"Uncertain_significance,Likely_benign"
32339524,Pathogenic,-,-,Pathogenic
32339525,-,-,0.02,"Benign,Likely_benign,Uncertain_significance"
32339525,Pathogenic,-,-,"Pathogenic,not_provided"
32339526,-,-,0.02,"Likely_benign,Uncertain_significance"
32339531,Pathogenic,-,-,Pathogenic
32339531,Pathogenic,-,-,Pathogenic
32339536,-,-,0.02,-
32339537,-,-,0.02,Uncertain_significance
32339537,Pathogenic,-,-,Pathogenic
32339539,-,-,0.02,-
32339541,-,-,0.02,Uncertain_significance
32339543,-,-,0.02,not_provided
32339543,-,-,-,Uncertain_significance
32339544,-,-,0.02,Uncertain_significance
32339545,-,-,-,Pathogenic
32339546,-,-,0.02,"Uncertain_significance,Likely_benign"
32339546,-,-,0.02,Uncertain_significance
32339546,-,-,-,Pathogenic
32339547,-,-,0.02,Uncertain_significance
32339547,Pathogenic,-,-,Pathogenic
32339549,Pathogenic,-,-,Pathogenic
32339550,-,-,0.02,"Uncertain_significance,Likely_benign"
32339551,Pathogenic,-,-,Pathogenic
32339552,Pathogenic,-,-,Pathogenic
32339553,Benign,-,0.02,"variant_of_unknown_significance,Benign,Likely_benign,Uncertain_significance"
32339554,-,-,-,"Pathogenic,Likely_pathogenic"
32339554,Benign,-,0.02,"Benign,Likely_benign"
32339555,-,-,0.02,Uncertain_significance
32339555,-,-,0.02,Uncertain_significance
32339555,-,-,-,Pathogenic
32339555,Pathogenic,-,0.99,Pathogenic
32339555,Pathogenic,-,-,Pathogenic
32339556,-,-,0.02,-
32339556,Pathogenic,-,-,Pathogenic
32339557,-,-,0.02,Uncertain_significance
32339557,Pathogenic,-,-,Pathogenic
32339560,Likely benign,-,0.02,"Uncertain_significance,Likely_benign"
32339561,Pathogenic,-,0.99,Pathogenic
32339561,Pathogenic,-,-,Pathogenic
32339561,Pathogenic,-,-,Pathogenic
32339564,-,-,0.02,Uncertain_significance
32339565,-,-,0.02,"Uncertain_significance,not_provided"
32339565,Pathogenic,-,-,Pathogenic
32339567,-,-,0.02,Uncertain_significance
32339567,Pathogenic,-,-,Pathogenic
32339568,-,-,0.02,-
32339568,Pathogenic,-,-,Pathogenic
32339568,Pathogenic,-,-,Pathogenic
32339569,-,-,0.02,Likely_benign
32339569,Likely benign,-,0.02,Likely_benign
32339569,Pathogenic,-,-,Pathogenic
32339570,Pathogenic,-,-,Pathogenic
32339570,Pathogenic,-,-,Pathogenic
32339570,Pathogenic,-,-,Pathogenic
32339571,Pathogenic,-,-,Pathogenic
32339571,Pathogenic,-,-,Pathogenic
32339571,-,-,-,Uncertain_significance
32339571,Pathogenic,-,-,Pathogenic
32339572,Pathogenic,-,0.99,Pathogenic
32339572,Likely benign,-,0.02,"Uncertain_significance,Likely_benign"
32339572,Pathogenic,-,-,Pathogenic
32339572,Pathogenic,-,-,Pathogenic
32339573,Pathogenic,-,-,Pathogenic
32339573,Pathogenic,-,-,Pathogenic
32339574,-,-,-,Pathogenic
32339575,-,-,0.02,Uncertain_significance
32339575,-,-,-,"Likely_benign,Uncertain_significance"
32339576,Pathogenic,-,-,Pathogenic
32339577,-,-,0.02,Uncertain_significance
32339580,-,-,0.02,Uncertain_significance
32339580,-,-,-,Pathogenic
32339581,-,-,0.02,-
32339581,-,-,0.02,Likely_benign
32339581,-,-,-,"Pathogenic,Uncertain_significance"
32339582,-,-,0.02,Uncertain_significance
32339583,-,-,0.02,Uncertain_significance
32339584,-,-,0.02,Likely_benign
32339585,-,-,0.02,"Uncertain_significance,not_provided"
32339586,-,-,0.02,Uncertain_significance
32339587,-,-,0.02,Likely_benign
32339588,-,-,0.02,Uncertain_significance
32339590,Pathogenic,-,-,Pathogenic
32339592,Pathogenic,-,-,"Pathogenic,not_provided"
32339593,-,-,0.02,Likely_benign
32339594,Pathogenic,-,-,Pathogenic
32339594,Pathogenic,-,-,Pathogenic
32339594,-,-,0.02,Uncertain_significance
32339595,-,-,0.02,Uncertain_significance
32339595,Pathogenic,-,-,Pathogenic
32339596,Pathogenic,-,-,Pathogenic
32339599,-,-,0.02,Uncertain_significance
32339599,Likely benign,-,0.02,Likely_benign
32339600,-,-,0.02,Uncertain_significance
32339600,-,-,0.02,Uncertain_significance
32339601,-,-,0.02,-
32339602,-,-,0.99,Likely_pathogenic
32339603,Pathogenic,-,-,"Pathogenic,not_provided"
32339604,-,-,0.02,Uncertain_significance
32339607,-,-,0.02,Uncertain_significance
32339607,Pathogenic,-,-,Pathogenic
32339608,Pathogenic,-,0.99,Pathogenic
32339609,-,-,0.02,Uncertain_significance
32339609,-,-,-,-
32339615,-,-,0.02,Uncertain_significance
32339615,-,-,0.02,-
32339616,-,-,0.02,Uncertain_significance
32339618,-,-,0.02,-
32339618,Pathogenic,-,0.99,Pathogenic
32339620,Likely benign,-,0.02,Likely_benign
32339620,Pathogenic,-,-,Pathogenic
32339621,-,-,0.02,Uncertain_significance
32339621,Pathogenic,-,-,Pathogenic
32339622,-,-,0.02,Uncertain_significance
32339622,-,-,-,Uncertain_significance
32339623,Likely benign,-,0.02,"Benign,Likely_benign,Uncertain_significance"
32339624,-,-,-,Uncertain_significance
32339624,Pathogenic,-,-,Pathogenic
32339625,-,-,0.02,Uncertain_significance
32339626,-,-,0.99,Pathogenic
32339627,-,-,0.02,Uncertain_significance
32339629,-,-,0.02,Likely_benign
32339630,-,-,0.02,Uncertain_significance
32339633,-,-,0.02,"Uncertain_significance,Likely_benign"
32339634,Pathogenic,-,0.99,Pathogenic
32339636,Pathogenic,-,0.99,Pathogenic
32339637,-,-,0.02,Uncertain_significance
32339637,-,-,0.02,Uncertain_significance
32339637,-,-,0.02,-
32339638,-,-,0.02,Likely_benign
32339638,-,-,0.02,-
32339639,-,-,0.02,Uncertain_significance
32339639,-,-,0.02,Uncertain_significance
32339639,-,-,0.02,Uncertain_significance
32339640,-,-,0.02,Uncertain_significance
32339640,-,-,0.02,Uncertain_significance
32339640,Pathogenic,-,-,Pathogenic
32339641,Pathogenic,-,0.99,Pathogenic
32339644,Likely benign,-,0.02,"Uncertain_significance,Likely_benign"
32339646,-,-,-,Pathogenic
32339646,Pathogenic,-,0.99,"Pathogenic,not_provided"
32339647,-,-,0.02,Likely_benign
32339648,Pathogenic,-,0.99,Pathogenic
32339649,Pathogenic,-,-,Pathogenic
32339650,-,-,0.02,-
32339651,-,-,-,Uncertain_significance
32339652,Pathogenic,-,-,Pathogenic
32339653,-,-,0.02,Uncertain_significance
32339653,Likely benign,-,0.02,"Benign,Likely_benign"
32339654,-,-,0.02,Uncertain_significance
32339655,-,-,0.02,Uncertain_significance
32339656,-,-,0.02,Uncertain_significance
32339657,Pathogenic,-,-,Pathogenic
32339657,Pathogenic,-,-,Pathogenic
32339658,Pathogenic,-,-,Pathogenic
32339661,Pathogenic,-,-,Pathogenic
32339662,Likely benign,-,0.02,Likely_benign
32339665,-,-,0.02,Likely_benign
32339667,Benign,-,0.02,"Benign,not_provided,probably_not_pathogenic,Uncertain_significance,Likely_benign"
32339667,-,-,0.02,-
32339667,-,-,0.02,Uncertain_significance
32339669,-,-,0.02,-
32339672,-,-,0.02,-
32339674,Likely benign,-,0.02,"Benign,Likely_benign,Uncertain_significance"
32339674,-,-,0.02,-
32339676,-,-,0.02,Uncertain_significance
32339678,-,-,0.02,Uncertain_significance
32339679,-,-,0.02,Uncertain_significance
32339680,Pathogenic,-,-,Pathogenic
32339680,Likely benign,-,0.02,Likely_benign
32339682,-,-,0.02,Uncertain_significance
32339682,-,-,-,"Uncertain_significance,Likely_benign"
32339683,-,-,-,Pathogenic
32339684,-,-,0.02,Uncertain_significance
32339684,Pathogenic,-,-,Pathogenic
32339685,Pathogenic,-,-,Pathogenic
32339689,-,-,0.02,Likely_benign
32339690,-,-,0.02,Uncertain_significance
32339692,Pathogenic,-,-,Pathogenic
32339695,-,-,0.02,Likely_benign
32339696,-,-,0.02,Uncertain_significance
32339696,Pathogenic,-,-,Pathogenic
32339697,-,-,0.02,Uncertain_significance
32339698,-,-,0.02,-
32339698,-,-,-,Pathogenic
32339698,-,-,-,Pathogenic
32339698,Pathogenic,-,-,Pathogenic
32339699,-,-,0.02,"Likely_benign,Uncertain_significance"
32339699,Pathogenic,-,-,Pathogenic
32339699,Pathogenic,-,-,Pathogenic
32339699,-,-,0.02,Uncertain_significance
32339699,Pathogenic,-,0.99,Pathogenic
32339699,Pathogenic,-,-,Pathogenic
32339699,Pathogenic,-,-,Pathogenic
32339699,-,-,-,Uncertain_significance
32339700,-,-,0.02,Uncertain_significance
32339700,-,-,0.02,Uncertain_significance
32339702,-,-,0.02,Uncertain_significance
32339705,-,-,0.02,Uncertain_significance
32339705,Pathogenic,-,-,Pathogenic
32339705,Pathogenic,-,-,Pathogenic
32339706,Pathogenic,-,-,Pathogenic
32339706,Pathogenic,-,-,Pathogenic
32339707,-,-,0.02,-
32339707,Pathogenic,-,-,Pathogenic
32339707,-,-,0.02,Likely_benign
32339707,Pathogenic,-,-,Pathogenic
32339708,-,-,0.02,Uncertain_significance
32339709,Pathogenic,-,-,Pathogenic
32339709,Pathogenic,-,-,Pathogenic
32339711,Pathogenic,-,-,Pathogenic
32339712,Pathogenic,-,-,"Pathogenic,Likely_pathogenic"
32339716,-,-,0.02,Uncertain_significance
32339717,Pathogenic,-,-,Pathogenic
32339717,-,-,-,Pathogenic
32339720,-,-,0.02,"Uncertain_significance,Likely_benign"
32339720,Pathogenic,-,0.99,Pathogenic
32339723,-,-,0.02,Uncertain_significance
32339725,-,-,0.02,Likely_benign
32339728,-,-,0.02,Uncertain_significance
32339730,-,-,0.02,Uncertain_significance
32339731,Pathogenic,-,-,Pathogenic
32339733,Pathogenic,-,-,Pathogenic
32339733,-,-,0.02,"Likely_benign,Uncertain_significance"
32339733,-,-,0.02,Uncertain_significance
32339734,Likely benign,-,0.02,Likely_benign
32339734,Pathogenic,-,-,Pathogenic
32339736,-,-,-,Pathogenic
32339736,-,-,-,-
32339739,-,-,0.02,Uncertain_significance
32339739,Pathogenic,-,-,Pathogenic
32339740,Pathogenic,-,-,Pathogenic
32339741,-,-,0.02,Uncertain_significance
32339742,-,-,-,Pathogenic
32339743,-,-,0.02,Likely_benign
32339743,Pathogenic,-,-,"Pathogenic,not_provided"
32339744,-,-,0.02,-
32339744,Pathogenic,-,-,Pathogenic
32339745,-,-,0.02,"Uncertain_significance,Likely_benign"
32339747,-,-,0.02,Uncertain_significance
32339749,Likely benign,-,0.02,Likely_benign
32339751,-,-,0.02,Uncertain_significance
32339755,Pathogenic,-,0.99,Pathogenic
32339755,Likely benign,-,0.02,Likely_benign
32339757,-,-,0.02,Uncertain_significance
32339758,-,-,0.02,Likely_benign
32339759,Pathogenic,-,0.99,Pathogenic
32339760,-,-,0.02,Uncertain_significance
32339761,-,-,0.02,Uncertain_significance
32339762,-,-,0.02,-
32339763,Pathogenic,-,-,Pathogenic
32339764,-,-,0.02,-
32339766,-,-,0.02,"Uncertain_significance,Likely_benign,not_provided"
32339768,-,-,0.02,Uncertain_significance
32339769,Pathogenic,-,-,Pathogenic
32339769,-,-,0.02,"Uncertain_significance,Likely_benign"
32339771,-,-,-,Pathogenic
32339773,-,-,0.02,Uncertain_significance
32339773,Benign,-,0.02,"Benign,Likely_benign"
32339774,-,-,0.02,-
32339774,Pathogenic,-,-,Pathogenic
32339778,-,-,0.02,"Uncertain_significance,Likely_benign"
32339779,-,-,0.02,Uncertain_significance
32339782,Likely benign,-,0.02,"Benign,Likely_benign,Uncertain_significance"
32339783,-,-,0.02,"Pathogenic,Uncertain_significance"
32339785,-,-,0.02,Likely_benign
32339786,Pathogenic,-,-,"Pathogenic,not_provided"
32339787,-,-,0.02,Uncertain_significance
32339789,Pathogenic,-,0.99,Pathogenic
32339789,Pathogenic,-,-,Pathogenic
32339791,-,-,0.02,-
32339791,-,-,0.02,Likely_benign
32339792,-,-,0.02,Uncertain_significance
32339792,Pathogenic,-,-,Pathogenic
32339793,-,-,0.02,Uncertain_significance
32339795,Pathogenic,-,-,Pathogenic
32339797,-,-,-,Uncertain_significance
32339799,-,-,0.02,Uncertain_significance
32339800,Likely benign,-,0.02,Likely_benign
32339804,-,-,0.02,Uncertain_significance
32339805,-,-,0.02,-
32339808,-,-,0.99,Pathogenic
32339808,Pathogenic,-,-,Pathogenic
32339809,-,-,0.02,Likely_benign
32339810,-,-,0.02,-
32339810,Benign,-,0.02,"Benign,Likely_benign,Uncertain_significance"
32339811,-,-,0.02,Uncertain_significance
32339812,-,-,0.02,Likely_benign
32339813,Pathogenic,-,-,Pathogenic
32339814,-,-,0.02,Uncertain_significance
32339814,-,-,0.02,Uncertain_significance
32339815,Pathogenic,-,-,Pathogenic
32339815,Likely benign,-,0.02,Likely_benign
32339815,-,-,-,Pathogenic
32339817,-,-,0.02,Uncertain_significance
32339820,Pathogenic,-,-,Pathogenic
32339820,-,-,0.02,Uncertain_significance
32339821,-,-,0.02,-
32339821,-,-,0.02,Likely_benign
32339821,Pathogenic,-,-,Pathogenic
32339821,Pathogenic,-,-,Pathogenic
32339821,Pathogenic,-,-,Pathogenic
32339822,-,-,0.02,Uncertain_significance
32339822,-,-,0.02,Uncertain_significance
32339824,-,-,0.02,-
32339826,-,-,-,Pathogenic
32339826,-,-,0.02,Uncertain_significance
32339827,Likely benign,-,0.02,Likely_benign
32339827,-,-,0.02,-
32339827,Pathogenic,-,-,Pathogenic
32339828,-,-,0.02,-
32339829,-,-,0.02,"Benign,Likely_benign"
32339831,-,-,0.02,-
32339833,Pathogenic,-,-,"Pathogenic,pathogenic"
32339834,-,-,0.02,Uncertain_significance
32339838,-,-,0.02,Uncertain_significance
32339839,-,-,0.02,Likely_benign
32339839,Pathogenic,-,-,Pathogenic
32339842,Likely benign,-,0.02,Likely_benign
32339842,-,-,0.02,Uncertain_significance
32339845,-,-,0.02,Likely_benign
32339845,Likely benign,-,0.02,Likely_benign
32339846,Pathogenic,-,-,Pathogenic
32339847,-,-,0.02,Uncertain_significance
32339849,-,-,0.02,Uncertain_significance
32339850,-,-,0.02,"Uncertain_significance,Likely_benign"
32339850,Pathogenic,-,-,Pathogenic
32339850,-,-,0.02,"Uncertain_significance,not_provided"
32339851,Pathogenic,-,-,Pathogenic
32339852,-,-,0.02,-
32339853,-,-,0.02,"Likely_benign,Uncertain_significance"
32339855,-,-,0.02,Uncertain_significance
32339858,-,-,0.02,"Uncertain_significance,Likely_benign"
32339859,-,-,0.02,Uncertain_significance
32339860,-,-,0.02,Uncertain_significance
32339862,-,-,0.02,Uncertain_significance
32339863,-,-,0.02,"Likely_benign,Uncertain_significance"
32339870,-,-,0.02,Uncertain_significance
32339873,-,-,0.02,Uncertain_significance
32339878,-,-,-,Pathogenic
32339880,Pathogenic,-,-,Pathogenic
32339882,-,-,0.02,Uncertain_significance
32339884,Benign,-,0.02,"Benign,Likely_benign"
32339884,Likely benign,-,0.02,"Benign,Uncertain_significance,Likely_benign"
32339888,-,-,0.02,Uncertain_significance
32339890,-,-,0.02,Uncertain_significance
32339891,-,-,0.02,"Uncertain_significance,Likely_benign"
32339892,-,-,0.02,Uncertain_significance
32339892,-,-,0.02,Uncertain_significance
32339893,-,-,0.02,Uncertain_significance
32339894,-,-,0.02,Uncertain_significance
32339896,Pathogenic,-,-,Pathogenic
32339900,-,-,0.02,Uncertain_significance
32339901,-,-,0.02,-
32339902,Likely benign,-,0.02,Likely_benign
32339902,Pathogenic,-,-,Pathogenic
32339902,Pathogenic,-,-,Pathogenic
32339905,Pathogenic,-,-,Pathogenic
32339906,-,-,0.02,Uncertain_significance
32339907,-,-,0.02,"variant_of_unknown_significance,Likely_benign,Uncertain_significance,Benign"
32339908,-,-,0.02,Uncertain_significance
32339908,Likely benign,-,0.02,Likely_benign
32339908,Pathogenic,-,-,Pathogenic
32339909,-,-,0.02,"Uncertain_significance,Likely_benign"
32339909,Pathogenic,-,-,Pathogenic
32339909,-,-,0.02,variant_of_unknown_significance
32339909,Pathogenic,-,-,Pathogenic
32339911,Pathogenic,-,-,Pathogenic
32339912,-,-,-,Uncertain_significance
32339919,Pathogenic,-,0.99,Pathogenic
32339921,-,-,0.02,-
32339922,-,-,0.02,Uncertain_significance
32339923,Pathogenic,-,-,Pathogenic
32339924,Pathogenic,-,0.99,Pathogenic
32339927,-,-,0.02,-
32339928,-,-,0.02,Uncertain_significance
32339928,Pathogenic,-,-,Pathogenic
32339929,-,-,0.02,Likely_benign
32339930,-,-,0.02,Uncertain_significance
32339930,Pathogenic,-,-,Pathogenic
32339931,Pathogenic,-,-,Pathogenic
32339932,-,-,0.02,-
32339932,Pathogenic,-,-,Pathogenic
32339932,Pathogenic,-,-,Pathogenic
32339932,Pathogenic,-,-,Pathogenic
32339933,-,-,0.02,Uncertain_significance
32339933,Pathogenic,-,0.99,Pathogenic
32339934,-,-,0.02,Uncertain_significance
32339934,Pathogenic,-,-,"Pathogenic,not_provided"
32339936,-,-,0.02,Uncertain_significance
32339937,Pathogenic,-,-,Pathogenic
32339938,-,-,0.02,-
32339939,Pathogenic,-,-,Pathogenic
32339941,-,-,0.02,Likely_benign
32339943,Pathogenic,-,-,Pathogenic
32339943,Pathogenic,-,-,Pathogenic
32339944,-,-,0.02,-
32339945,-,-,0.02,Uncertain_significance
32339945,Pathogenic,-,-,Pathogenic
32339946,-,-,0.02,Uncertain_significance
32339947,Pathogenic,-,-,Pathogenic
32339947,Pathogenic,-,-,Pathogenic
32339948,-,-,0.02,Uncertain_significance
32339950,Pathogenic,-,-,Pathogenic
32339951,-,-,0.02,Uncertain_significance
32339953,Pathogenic,-,-,Pathogenic
32339957,-,-,0.02,Uncertain_significance
32339957,-,-,0.02,Uncertain_significance
32339957,Pathogenic,-,-,Pathogenic
32339958,-,-,-,Uncertain_significance
32339960,-,-,0.02,Uncertain_significance
32339960,-,-,0.02,Uncertain_significance
32339961,-,-,0.02,Uncertain_significance
32339961,Pathogenic,-,-,Pathogenic
32339961,Pathogenic,-,-,Pathogenic
